INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('75611136878', 'False', 'Gabriel Assunção-Miranda', '602287761', 'R. Sara Miranda, 89, 3026-272 Tomar', '2023-08-03');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('53193266772', 'False', 'William Ferreira', '530854474', 'Av de Antero de Figueiredo, 4, 2338-198 Lagos', '1993-10-23');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('72368645640', 'False', 'Mauro Reis', '623017721', 'Praça dos Oceanos, 89, 3266-289 Ribeira Grande', '2001-08-04');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('05947116991', 'False', 'Alícia Andrade', '492827475', 'Travessa Leonor Pires, S/N, 2866-416 Sintra', '1943-03-23');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('24771174381', 'False', 'Ângelo do Moreira', '955633520', 'Avenida Jorge Lima, 430, 5175-737 Trofa', '1943-11-02');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('05224947228', 'False', 'Hugo Nascimento', '876678195', 'Praça de Lourenço, 52, 2552-065 Esmoriz', '1956-12-15');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('67029484751', 'False', 'Núria Fonseca', '818750254', 'Rua Nogueira, S/N, 7809-698 Elvas', '1963-09-24');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('42343218200', 'False', 'Patrícia Mota', '728467564', 'Praça da Boavista, 218, 0178-348 Valongo', '1929-03-29');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('54118102944', 'False', 'Luna Lourenço', '560472022', 'Travessa de Reis, 52, 7765-962 Silves', '1956-10-29');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('26774129884', 'False', 'Carlos Teixeira', '629383757', 'Rua de Borges, 49, 8343-951 Rio Maior', '2022-10-29');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('61744107085', 'False', 'Melissa Abreu', '137417456', 'Rua Isabela Cunha, 98, 1842-206 Funchal', '1979-04-15');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('00268399864', 'False', 'Emma Neto', '597998608', 'Praça de Loureiro, 74, 2378-694 Torres Vedras', '1996-03-10');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('46090932735', 'False', 'Valentim Freitas', '187947390', 'Av Guerreiro, S/N, 7945-092 Agualva-Cacém', '2017-02-16');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('62421413584', 'False', 'Bryan Cruz', '283828849', 'R. do Penalva, 89, 7285-669 Esposende', '1957-01-31');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('61704434112', 'False', 'Vera Paiva', '662447748', 'Travessa Nunes, 411, 2509-895 São Mamede de Infesta', '1954-02-02');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('76386152014', 'False', 'Nelson Pacheco', '363876884', 'Travessa Nogueira, 35, 1979-928 Ovar', '1964-12-19');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('45917676518', 'False', 'Lia Fonseca', '042933735', 'Rua de Silva, 5, 5454-480 Oliveira do Bairro', '2020-08-25');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('12511988144', 'False', 'Alexandra Moura', '242140670', 'Av Eduardo Prado Coelho, 96, 5945-020 Alcácer do Sal', '1951-04-13');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('72344991321', 'False', 'Tiago Almeida', '324625667', 'Alameda Mélanie Magalhães, S/N, 2465-882 Tomar', '2017-10-13');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('36560454357', 'False', 'Artur Nogueira', '621070088', 'Avenida Nelson Cardoso, 66, 9203-734 Sabugal', '1946-04-22');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('86910978732', 'False', 'Luana Alves', '996975422', 'Largo de Silva, 564, 8178-073 Santiago do Cacém', '1939-06-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('61041321696', 'False', 'João Borges', '044411609', 'Alameda de Loureiro, 38, 1985-580 Vila Nova de Famalicão', '1977-02-11');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('88773019508', 'False', 'Vítor Moura', '020887129', 'Alameda de Moura, 726, 7544-187 Rebordosa', '1937-10-09');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('16031343503', 'False', 'Mariana Ferreira', '285273815', 'R. Mahatma Gandhi, 91, 3908-984 Espinho', '1983-03-22');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('23800431372', 'False', 'Cristiano do Soares', '616645914', 'Alameda Sousa, S/N, 1208-756 Santa Cruz', '1925-12-08');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('82470154590', 'False', 'Luana Matos', '792358366', 'Largo de Lourenço, 984, 5271-150 Covilhã', '1988-07-30');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('49525815675', 'False', 'Beatriz-Pilar Domingues', '907928380', 'Rua Bárbara Esteves, 13, 5645-508 São Salvador de Lordelo', '2023-10-26');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('61423530066', 'False', 'Emma Macedo', '399337318', 'Travessa Patrícia Pereira, 65, 7043-981 Marco de Canaveses', '1937-05-02');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('72848742070', 'False', 'Frederico Barros', '167819240', 'Alameda Luana Branco, 7, 1008-133 Vila Real de Santo António', '1992-05-05');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('87428567847', 'False', 'Luca Pacheco-Machado', '088174781', 'Largo de Amorim, 19, 2276-378 Esmoriz', '1954-04-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('76828251121', 'False', 'Bárbara Almeida', '618212965', 'Praça de Neptuno, 77, 0748-547 Vendas Novas', '2021-01-31');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('11752945315', 'False', 'Vítor da Marques', '981571007', 'Praça de Pinheiro, 69, 2550-864 Chaves', '1923-08-19');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('70977894953', 'False', 'Mário Gaspar', '867448783', 'Avenida Martim Neto, 44, 3007-572 Covilhã', '2020-07-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('61547940611', 'False', 'Sérgio de Lourenço', '030134038', 'Av de Cunha, 167, 2630-540 Rio Maior', '1945-08-15');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('93666117629', 'False', 'Salvador Monteiro', '639742558', 'Avenida de Almeida, 315, 4290-248 Marinha Grande', '1945-09-02');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('78875202139', 'False', 'Simão do Lopes', '779593039', 'Largo Amnistia Internacional, 986, 8157-042 Lisboa', '1933-11-08');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('93365712485', 'False', 'Mafalda Melo', '051912884', 'Avenida de Francisco Borges, 53, 8299-777 Felgueiras', '2019-04-15');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('02744759543', 'False', 'Afonso Pires', '987527668', 'Avenida Paiva, 8, 8637-556 Viseu', '1993-02-11');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('70348786317', 'False', 'Sara Amaral', '950281225', 'Praça Paris (Nascente), 4, 3585-767 Ílhavo', '2012-08-01');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('81491957781', 'False', 'Filipa Martins', '987006471', 'Rua da Cruz, 597, 7156-984 Rio Maior', '1989-06-21');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('06080375265', 'False', 'Victória da Pacheco', '612852538', 'Av Pereira, 64, 9163-571 Cantanhede', '2006-11-11');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('28283525852', 'False', 'Diego Amorim', '024428009', 'R. de Torres, 25, 4520-905 Barreiro', '1983-02-22');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('79354976005', 'False', 'Lorena Faria', '995993632', 'Avenida Yasmin Guerreiro, S/N, 8298-014 Abrantes', '1998-11-11');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('22219282195', 'False', 'Ivo Esteves', '029303535', 'Rua de Batista, 9, 0301-305 Maia', '1941-07-09');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('36908206963', 'False', 'Cristiano Andrade', '532866405', 'Largo de Melo, 43, 9602-884 Santiago do Cacém', '1962-03-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('76848868178', 'False', 'Luana do Andrade', '369281186', 'Rua da Ribeira, 36, 1832-397 Oliveira do Bairro', '1997-04-24');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('85463812386', 'False', 'Matias Rodrigues', '430614728', 'R. de Teófilo Braga, 72, 7157-602 Freamunde', '1934-03-13');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('18964430478', 'False', 'Caetana de Figueiredo', '455656951', 'R. de Campos, 59, 3728-436 Portalegre', '1965-12-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('33670757865', 'False', 'Igor do Alves', '388041630', 'Av Domingues, S/N, 3811-399 Vila Nova de Foz Côa', '2007-07-26');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('95501930902', 'False', 'Kévim Cruz-Branco', '142936149', 'Travessa Rita Assunção, 246, 0045-164 Seixal', '1992-04-23');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('78662508959', 'False', 'Matilde Soares', '127545290', 'Avenida Ferreira, 62, 6690-257 Gondomar', '1935-07-02');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('89374342839', 'False', 'Carlota Fernandes', '754097900', 'Rua Carvalho, S/N, 5533-431 Ílhavo', '1943-12-01');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('63920315183', 'False', 'Eduardo Gaspar', '261445910', 'Rua das Conchas, 56, 7982-095 Praia da Vitória', '2017-10-02');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('62579715028', 'False', 'Pilar Castro', '089187911', 'Praça Flor Domingues, 20, 6205-710 Oliveira de Azeméis', '1959-02-07');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('49131400864', 'False', 'Luna Nascimento-Garcia', '418671551', 'Avenida da Quinta do Guarda-Mor, S/N, 8221-989 Montemor-o-Novo', '1930-09-26');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('55588768305', 'False', 'David Morais-Valente', '498713232', 'Largo do Barcal, 5, 6993-367 Elvas', '1924-06-10');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('66880333931', 'False', 'Soraia Vaz', '166695185', 'Rua Sá, S/N, 2452-995 Tondela', '1951-04-11');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('78100031295', 'False', 'Nádia da Freitas', '005232507', 'Av Jorge Faria, S/N, 9445-376 Paredes', '1977-08-07');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('18791991872', 'False', 'Luciana Nunes', '454895092', 'R. de Torres, S/N, 8065-502 Gondomar', '1955-01-31');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('09938696081', 'False', 'Miguel Pacheco-Cardoso', '956003559', 'Praça das Cebolas, 79, 9711-010 Lixa', '1962-03-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('30318597642', 'False', 'Lara Oliveira', '091447177', 'Av Vitória Esteves, 81, 6743-142 Torres Novas', '2007-07-25');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('25531419505', 'False', 'Gabriela Soares', '687788699', 'Travessa do Conselho da Europa, 440, 6136-199 Serpa', '1938-04-22');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('82391670127', 'False', 'Petra-Nicole Garcia', '506532336', 'R. Lopes, S/N, 4320-657 Lourosa', '1938-04-02');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('16590185068', 'False', 'Afonso Araújo-Amaral', '022700824', 'Av de Gaspar, 7, 5969-371 Praia da Vitória', '1944-11-15');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('30999724169', 'False', 'Matilde de Monteiro', '679812144', 'Praça das Cegonhas, S/N, 9554-293 Ponta Delgada', '1931-06-05');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('34825122434', 'False', 'Mara Simões', '990771368', 'Avenida Morais, 36, 3834-276 Moura', '1992-03-12');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('23944383355', 'False', 'Gabriel Batista', '889492990', 'Praça de Palma, 21, 3074-417 Castelo Branco', '1933-11-03');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('61443414225', 'False', 'Tomé da Alves', '434393825', 'Av Paris (Poente), S/N, 2639-847 Sintra', '1956-05-25');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('20656337441', 'False', 'Marco Nunes', '951084736', 'Travessa Castro, 252, 2789-543 Marco de Canaveses', '1997-09-23');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('95387665013', 'False', 'Francisco Pinto', '053466484', 'Travessa de Antero de Figueiredo, 91, 6040-711 Vila Franca de Xira', '1990-12-14');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('53963756872', 'False', 'Henrique do Borges', '380037091', 'R. Benjamim Nogueira, 47, 8887-131 Covilhã', '1932-07-06');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('66140904966', 'False', 'Jaime Loureiro', '416617172', 'Travessa Santiago Paiva, 12, 5440-912 Lisboa', '1968-04-21');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('19059413124', 'False', 'Carolina do Pinheiro', '564632163', 'Rua do Sapal, 62, 7262-101 Mirandela', '1979-02-04');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('86509489462', 'False', 'Rui Pires', '299356785', 'Alameda Nogueira, S/N, 5495-424 Sacavém', '2001-10-02');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('88403621895', 'False', 'Brian Pacheco', '381089941', 'Rua de Caselas, 346, 8850-406 Guimarães', '1986-10-19');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('27823040818', 'False', 'Bárbara Tavares', '015302565', 'Travessa Inês Pacheco, 729, 0822-534 Marinha Grande', '1989-06-30');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('91917318499', 'False', 'Carlos Amorim-Barbosa', '843598660', 'Travessa Valentina Macedo, 85, 7739-061 Ovar', '2003-04-04');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('53820203869', 'False', 'Melissa Lima', '430384080', 'R. Vera Rocha, 366, 3631-232 Vila Real de Santo António', '1939-04-06');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('07721761984', 'False', 'Erica da Soares', '554437817', 'Avenida de Batista, 2, 4465-760 Serpa', '1998-06-16');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('72767856256', 'False', 'André Fonseca', '340019501', 'Travessa de Martins, 179, 5440-145 Ponta Delgada', '2005-05-09');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('75826075936', 'False', 'Dinis Torres', '128037908', 'Rua Pereira, S/N, 8623-251 Gondomar', '1995-03-25');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('35499585897', 'False', 'Edgar Oliveira', '635548715', 'Avenida Leal, S/N, 2206-634 Trancoso', '2019-07-14');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('07068653273', 'False', 'Madalena de Rocha', '734856056', 'Largo das Carquejeiras, 18, 0736-918 Amora', '1995-04-26');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('80819592213', 'False', 'Alícia Castro', '980024118', 'Av de Lopes, 17, 7101-334 Tomar', '1984-03-21');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('65558685987', 'False', 'Kévim Neto', '268104799', 'Rua Tiago Cardoso, 3, 5286-435 Trancoso', '1941-02-06');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('34391439249', 'False', 'Núria-Valentina Leal', '257005901', 'Alameda da Pasteleira, 6, 6090-614 Mêda', '2016-02-04');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('24557978529', 'False', 'Igor da Anjos', '061331067', 'Rua Alexandra Araújo, 3, 6985-006 Vale de Cambra', '1945-10-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('06004119317', 'False', 'Tomé Figueiredo', '771500927', 'Av do Conselho da Europa, 1, 4780-258 Valongo', '1965-05-22');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('06052786586', 'False', 'Fábio Monteiro', '280885821', 'Largo Correia, 469, 3659-951 Esposende', '2006-06-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('99735134830', 'False', 'Filipa Coelho', '581143040', 'Largo Débora Teixeira, 55, 2838-262 São João da Madeira', '2023-10-25');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('23061748430', 'False', 'Tomé Brito', '554479065', 'Praça Pereira, S/N, 3146-131 Espinho', '2017-03-05');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('84661246476', 'False', 'Beatriz Pacheco', '238507678', 'Av Central, 87, 5652-166 Loulé', '1975-08-01');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('45035444898', 'False', 'Lorena Ramos', '414834955', 'Travessa Valente, 19, 9443-487 Elvas', '1983-07-08');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('51659779755', 'False', 'Filipa da Pacheco', '525358226', 'Rua de Ferreira, 295, 0205-069 Ponta Delgada', '1960-01-04');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('94643115559', 'False', 'Ricardo Machado', '019754940', 'Largo Manuel Gonçalves Moreira, 609, 4942-029 Espinho', '1930-06-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('45009632573', 'False', 'Micael da Pinheiro', '097282671', 'Avenida Domingues, 73, 7793-789 Figueira da Foz', '1996-08-15');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('23484915679', 'False', 'Adriana Simões-Carvalho', '191337150', 'Av de Amaral, 57, 2573-707 Quarteira', '1995-04-02');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('71747281748', 'False', 'Erica Gomes', '871832366', 'R. de Moreira, 94, 6832-392 Amora', '1997-05-04');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('90120335069', 'False', 'Isaac do Gomes', '742961849', 'R. de Cardoso, S/N, 6346-341 Estarreja', '2009-05-19');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('95118090173', 'False', 'Caetana Esteves', '513866487', 'Alameda Edgar Nunes, 7, 6875-117 Mirandela', '1972-04-08');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('38834493652', 'False', 'Eva Nunes', '666460542', 'Largo Pupilos do Exército, 35, 3900-844 Funchal', '2010-01-22');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('97065923831', 'False', 'Rafaela Branco', '369482863', 'Alameda Manuel Pinto de Azevedo Júnior, 9, 8517-707 Elvas', '1941-02-14');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('20188002699', 'False', 'Luís Jesus', '200508229', 'Av dos Pardais, 81, 5154-566 Fafe', '1926-09-20');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('47733886885', 'False', 'António Batista', '046944472', 'Rua Mário Reis, 92, 6781-408 Loures', '2008-08-26');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('09848163366', 'False', 'Lucas Freitas-Lourenço', '487509019', 'Rua das Sereias, 74, 6901-695 Matosinhos', '1981-11-02');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('10082163158', 'False', 'Patrícia Cunha', '073978657', 'Avenida Renata Matos, 52, 0660-044 Santo Tirso', '1954-08-18');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('48082100347', 'False', 'Daniela Maia', '749198660', 'Largo Ângela Jesus, S/N, 0334-129 Ourém', '2006-02-08');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('00535700599', 'False', 'Mara Lima', '351005281', 'Alameda do Bessa, S/N, 0937-232 Rio Tinto', '1990-11-22');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('05910980849', 'False', 'Manuel Alves', '464851512', 'Largo Nacional 108, 272, 2991-060 Barreiro', '2021-01-21');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('31736838801', 'False', 'Madalena Pinheiro', '224527599', 'Alameda de Assunção, 3, 2102-621 Sacavém', '2009-05-21');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('34615419798', 'False', 'Tomás Esteves', '513759650', 'Rua Inês Costa, 4, 7589-741 Gouveia', '1972-06-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('03136198345', 'False', 'Irina Neves', '084303473', 'Travessa Carlota Jesus, 959, 0208-412 Ponte de Sor', '2007-03-31');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('46166818681', 'False', 'Iara Andrade', '216325460', 'Praça André Cardoso, 74, 2727-557 Trofa', '1954-07-24');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('94759356737', 'False', 'António Simões', '688062087', 'Praça Mota, 38, 2488-412 Lagoa', '1942-01-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('95555755780', 'False', 'Ema Ramos', '664222945', 'Travessa Miranda, 876, 9437-783 Montijo', '1930-12-25');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('13965614193', 'False', 'Lisandro Guerreiro', '338261782', 'Praça Bento Martins, 28, 2358-220 Silves', '1941-03-01');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('94655701460', 'False', 'João Anjos', '437950987', 'Alameda de Lima, 96, 2846-084 Montemor-o-Novo', '1947-08-08');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('68943135882', 'False', 'Ariana-Rafaela Sá', '481368625', 'Avenida Vitória Campos, 81, 3216-124 São Salvador de Lordelo', '1947-03-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('76903971138', 'False', 'Marcos Guerreiro-Leal', '796695391', 'Largo de Francisco Borges, 9, 5116-262 Vila do Conde', '1966-02-06');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('98437718358', 'False', 'Rita Lima', '841335661', 'R. Nelson Mandela, S/N, 0227-201 Oliveira de Azeméis', '1969-11-21');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('61778454847', 'False', 'Fabiana Freitas', '607427629', 'Alameda Luciana Henriques, 57, 8076-190 Covilhã', '1972-08-21');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('79195318997', 'False', 'Fabiana Silva', '911850413', 'Alameda Paiva, 87, 6205-027 Santarém', '1961-03-20');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('45176628001', 'False', 'Sofia Miranda-Nogueira', '245279671', 'Largo de Ulisses, 24, 7269-499 Lamego', '2005-07-14');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('59616616713', 'False', 'Daniel Amaral-Rodrigues', '872021709', 'Rua de Alves, 5, 9483-421 Mealhada', '2011-10-30');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('81735309020', 'False', 'Tatiana Alves', '942252540', 'Avenida Emma Neto, 53, 8450-483 Vendas Novas', '1980-03-26');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('11682550179', 'False', 'Bruno Vieira', '145856982', 'Avenida de Martins, 33, 7466-460 Sabugal', '1990-01-16');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('39770847181', 'False', 'Leonardo Neves', '239189592', 'Av Lopes, 54, 6825-664 Rebordosa', '1987-08-01');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('86652854192', 'False', 'Eduardo Costa', '941853961', 'Largo Camila Freitas, 3, 9249-740 Tavira', '1953-03-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('31218748425', 'False', 'Melissa do Branco', '830496797', 'Praça de Manuel Cardoso Agrelos, 849, 0624-487 Viana do Castelo', '1939-11-24');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('91849970270', 'False', 'Salvador Ribeiro', '281795275', 'Praça de Carvalho, 857, 1620-091 Odivelas', '1944-05-13');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('77870501537', 'False', 'Lúcia Reis', '168051496', 'Travessa Gaspar, 27, 0919-470 Sintra', '1944-08-09');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('28590219496', 'False', 'Andreia de Torres', '588921749', 'Rua de Garcia, S/N, 5532-484 Santarém', '1927-05-11');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('23873540883', 'False', 'Vera Henriques', '666047879', 'Praça das Antas, 6, 2445-083 Moura', '1943-01-11');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('27894814059', 'False', 'Ivo Leite-Amaral', '844089086', 'Largo de Abreu, 80, 6033-473 Beja', '2006-03-18');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('15841350497', 'False', 'Erica Garcia', '350088991', 'Rua Gaspar Campos, S/N, 8485-737 Praia da Vitória', '1964-01-07');
